Title,Author,Year,Keyword,Abstract available,Abstract,Citation count,Source,Type,Open access,DOI
NETWORK ANALYSIS OF THE MEXICAN STOCK MARKET,Arturo Lorenzo-Valdes,2024,stock market covid GARCH,Yes,"This study investigates the dynamics of equity networks in Mexico from 2018 to 2023, focusing on the impact of the COVID-19 pandemic. Methodological steps include calculating stock returns, estimating annual GARCH models, constructing lower-tailed dependency matrices, and forming networks based on these matrices. The characteristics of the resulting networks are described. In addition, 10,000 Erdos-Reyni simulations are performed to estimate GNAR models up to order two, selecting the best estimates according to AIC, BIC, and llk criteria. The predictive performance of GNAR models compared to univariate AR and VAR models is evaluated. These stages help to better understand the interconnection between Mexican financial markets, offering valuable insights for risk management and decision-making.",2,Investigación Económica,JournalArticle,True,10.22201/fe.01851667p.2024.328.87209
The moderating role of major global shock events and policy effects on African frontier currency and stock market relationships,Genevieve Gyasi; K. Mireku; Josep Magnus Frimpong,2025,stock market covid GARCH,Yes,"Abstract The study investigates the relationship between stock and currency markets in African frontier economies in response to global shock events and policy changes. Using the Dynamic Conditional Correlation (DCC) GARCH model, cross-wavelet coherence (WTC) and partial wavelet coherence (PWC), the study examines volatility persistence, interdependence and spillover effects between these markets using daily data from January 2010 to March 2023. The results show that stock and currency markets in African frontier economies exhibit high volatility persistence, and that financial contagion increases with global integration. Findings suggest that external shocks, such as COVID-19, Brexit and the Russia-Ukraine conflict significantly impact market relationships, although the effects vary across countries. Furthermore, policy changes, such as the transition from Millennium Development Goals (MDGs) to Sustainable Development Goals (SDGs), exhibit moderate but lasting influence on market behavior. The study highlights the need for institutional development to mitigate contagion risks and enhance investment stability in African frontier markets. Impact Statement This study advances understanding of how major global shocks (COVID-19, Brexit, Russia–Ukraine war) and international policy shifts (MDGs to SDGs) shape the interaction between stock and currency markets in African frontier economies. By combining DCC-GARCH, cross-wavelet, and partial wavelet methods, the research provides novel evidence of heterogeneous contagion, volatility persistence, and policy influence across Ghana, Mauritius, and Tunisia. The findings highlight the importance of strengthening institutional resilience and policy frameworks to safeguard financial stability and enhance investment attractiveness in African frontier markets.",2,Cogent Economics & Finance,JournalArticle,False,10.1080/23322039.2025.2563160
"The Dynamic Relationships Among Economic Policy Uncertainty, Bitcoin, and the Stock Market",Renhong Wu; Yuantao Fang; Md. Alamgir Hossain,2025,stock market covid GARCH,Yes,"This study aims to explore the dynamic relationships among economic policy uncertainty (EPU), Bitcoin trading activity, and the NASDAQ index over the period from January 2, 2014, to March 21, 2023. Employing the dynamic conditional correlation–generalized autoregressive conditional heteroskedasticity (DCC‐GARCH) model, this research reveals significant time‐varying interdependencies between EPU and financial markets, with a specific focus on the Bitcoin sector. This paper extends the literature by examining EPU’s influence on trading volume and volatility spillovers during different market regimes and crisis events, including the COVID‐19 pandemic. The results demonstrate that the correlations between EPU and both Bitcoin and the NASDAQ index are dynamic and sensitive to market phases, with stronger effects observed during bull markets and heightened volatility during the pandemic. The findings provide new empirical evidence on the evolving role of EPU in shaping investor behavior and financial asset comovement. This study offers practical implications for investors, regulators, and policymakers, especially in designing risk management strategies under uncertainty.",2,Discrete Dynamics in Nature and Society,JournalArticle,False,10.1155/ddns/7975712
Global Commodities and the Indian Stock Market : A Post-Pandemic Volatility Spillover Analysis,Thouseef Ahamed G.; Naresh Kumar Tallapalli; P. Akula; S. K,2026,stock market covid GARCH,Yes,"Purpose : The paper analyzed the volatility spillovers between the global commodities (crude oil and gold) and the Indian stock market to find out whether the COVID-19 pandemic caused a structural break. It sought to determine whether the post-pandemic period was a new normal of risk transmission or a phase of returning to the long-run equilibrium.
Design/Methodology/Approach : A multivariate GJR-GARCH dynamic conditional correlation (DCC) model was used to analyze the daily data from January 2016 to June 2025. A two-stage structural break analysis was used to achieve robustness: An independent samples t-test was applied to detect mean changes, and the Bai and Perron endogenous breakpoint test was used to differentiate between a permanent rupture and a transitory shock.
Results : Although preliminary t-tests revealed that the post-pandemic correlation changes in the Nifty Energy and Auto index were significant compared to the pre-pandemic period, the Bai–Perron test showed that these changes were temporary stress rather than structural shifts. The aggregate market and the financial sector were resilient. Notably, the effectiveness of hedging was low (less than 2.5%), but the Auto sector experienced a certain decline in the protective power of Gold.
Practical Implications : Investors need to be aware that although market structures might be resilient, protective hedges might fail in periods of stress. The conventional methods of diversification by Gold and Crude Oil require dynamic reconsideration, especially in energy-sensitive industries.
Originality/Value : The current research has empirically distinguished between volatility stress and structural rupture at a sectoral level, which offers distinct evidence of resilience of the Indian market against non-financial global shocks.",2,Indian Journal of Finance,JournalArticle,False,10.17010/ijf/2026/v20i2/175359
Signs of Fluctuations in Energy Prices and Energy Stock-Market Volatility in Brazil and in the US,Gabriel Arquelau Pimenta Rodrigues; A. Serrano; Gabriela Mayumi Saiki; Matheus Noschang de Oliveira; Guilherme Fay Vergara; Pedro Augusto Giacomelli Fernandes; V. P. Gonçalves; Clóvis Neumann,2024,stock market covid GARCH,Yes,"Volatility reflects the degree of variation in a time series, and a measurement of the stock performance in the energy sector can help one understand the pattern of fluctuations within this industry, as well as the factors that influence it. One of these factors could be the COVID-19 pandemic, which led to extreme volatility within the stock market in several economic sectors. It is essential to understand this regime of volatility so that robust financial strategies can be adopted to handle it. This study used stock data from the Yahoo! Finance API and data from the energy-price database from the US Energy Information Administration to conduct a comparative analysis of the volatility in the energy sector in Brazil and in the United States, as well as of the energy prices in California. The volatility in these time series were modeled using GARCH. The stock volatility regimes, both before and after COVID-19, were identified with a Markov switching model; the spillover index between the energy markets in the USA and in Brazil was evaluated with the Diebold–Yilmaz index; and the causality between the energy stock price and the energy prices was measured with the Granger causality test. The findings of this study show that (i) the volatility regime introduced by COVID-19 is still prevalent in Brazil and in the USA, (ii) the changes in the energy market in the US affect the Brazilian market significantly more than the reverse, and (iii) there is a causality relationship between the energy stock markets and the energy prices in California. These results may assist in the achievement of effective regulation and economic planning, while also supporting better market interventions. Also, acknowledging the persistent COVID-19-induced volatility can help with developing strategies for future crisis resilience.",2,Econometrics,JournalArticle,True,10.3390/econometrics12030024
"Nonlinear Dependence Structure Between BRICS Stock Markets, Gold, and Cryptocurrencies",Jiale Yan,2025,stock market covid GARCH,Yes,"This study aims to conduct an in‐depth analysis of the complex nonlinear dependence relationships between cryptocurrencies and gold within the stocks of BRICS countries. The study employs a GARCH‐EVT‐Vine‐Copula and wavelet coherence models to evaluate the interconnectedness, tail risk and Co‐movement pattern of these assets before and after the outbreak of COVID‐19. The findings reveal that, prior to COVID‐19, significant tail dependence existed between China's stock market, the cryptocurrency index, and the indices of India and Russia, while other indices exhibited only weak dependence. However, after the outbreak of COVID‐19, the tail dependence among variables became more pronounced. The South African stock market appears to have emerged as the center of extreme lower‐tail risk spillovers among the studied variables. During the COVID‐19 outbreak, cryptocurrency markets demonstrated stronger coherence with global stock markets than gold, especially in the US market, potentially compromising their diversification effectiveness. Furthermore, our empirical results were validated by the Kupiec test and the Christoffersen test. The results of this study not only enhance the theoretical understanding of risk management in emerging markets during periods of extreme market crises but also provide valuable insights for policymakers in formulating strategies to ensure financial market stability.",2,The Manchester School,JournalArticle,False,10.1111/manc.70009
Assessment of Volatility Contagion Effect Between Major Financial Markets During COVID-19 Pandemic Catastrophes,P. Rai; Priya Gupta; A. Chauhan; Bhawna,2022,stock market covid GARCH,Yes,"Across the globe, the havoc of the pandemic known to be a black swan event has brought miseries, deaths, uncertainty, loss of lives and jobs holding the humanity in a state of despair. The financial markets have been equally hit by the pandemic due to on-going uncertainty and hopelessness among the masses. The aim of this study is to examine the volatility contagion and dynamic conditional correlations between eight stock indices during the gloomy period to validate that there is a scope for revisiting the investment portfolio, create natural hedge in the investment portfolio by using exponential generalised autoregressive conditional heteroscedasticity (EGARCH) and dynamic conditional correlation generalised autoregressive conditional heteroscedasticity (DCC-GARCH) approach. We conducted an in-depth analysis of capturing volatility among stock indices ranging from tracking the volatility followed by estimating persistence and multivariate volatility contagion of major stock indices of developed and developing economies during turbulent times of the pandemic when the globe was reeling under the taxing consequences of the first and second wave of COVID-19. There are very few studies that have conducted an in-depth analysis of capturing volatility of stock indices ranging from tracking the asymmetric volatility followed by estimating persistence and multivariate volatility contagion of major stock indices of developed and developing economies during turbulent times of the pandemic when the globe was reeling under the taxing consequences of the first and second wave of COVID-19.",2,Vision: The Journal of Business Perspective,,False,10.1177/09722629221104200
Nexus between monetary policy uncertainty and real estate market volatility in COVID-19 peak and recovery period,Haobo Zou; Mansoora Ahmed; Syed Ali Raza; Rija Anwar,2023,stock market covid GARCH,Yes,"
Purpose
Monetary policy has major impacts on macroeconomic indicators of the country. Accordingly, uncertainty regarding monetary policy shifts can cause challenges and risks for businesses, financial markets and investors. Thus, the purpose of this study is to investigate how real estate market volatility responds to monetary policy uncertainty.


Design/methodology/approach
The GARCH-MIDAS model is applied in this study to investigate the nexus between monetary policy uncertainty and real estate market volatility. This model was fundamentally instituted to accommodate low-frequency variables.


Findings
The results of this study reveal that increased monetary policy uncertainty highly affects the volatility in real estate market during the peak period of COVID-19 as compared to full sample period and COVID-19 recovery period; hence, a significant decline is evident in real estate market volatility during crisis.


Originality/value
This study is particularly focused on peak and recovery period of COVID-19 considering the geographical region of Greece, Japan and the USA. This study provides a complete perspective on the nexus between monetary policy uncertainty and real estate markets volatility in three distinct economic views.
",2,International Journal of Housing Markets and Analysis,JournalArticle,False,10.1108/ijhma-10-2023-0130
Can Fintech indices hedge VIX and global banking volatility? Evidence from a dynamic short-term perspective,S. B. Salem; Halilibrahim Gökgöz; A. Béjaoui; A. Jeribi,2025,stock market covid GARCH,No,,2,Digital Finance,JournalArticle,False,10.1007/s42521-025-00152-5
Islamic Capital Market Integration in 5 ASEAN Countries in the Covid-19 Era,Muhammad Ryan Romadhon; Siti Mutmainah,2023,stock market covid GARCH,Yes,"ABSTRACT
The purpose of this study was to analyze the short-term and long-term relationship between the Islamic capital markets of 5 selected countries in the Covid-19 era. This study used a quantitative approach using weekly secondary data from January 2020 to December 2022. The data analysis model used Vector Auto Regression (VAR) analysis. The results of this study show that in the short term, variants in the capital market will change due to shocks in other ASEAN Islamic capital markets, but short-term deviations in the Islamic capital market will adjust in the long term. meanwhile, in the long run, Islamic capital markets in ASEAN countries that were tested, have integrated despite the occurrence of a health crisis that also has an impact on the financial crisis. This provides an opportunity for investors to mitigate risks and increase profit margins, especially in Islamic stock exchanges in ASEAN countries. On the other hand, this research allows investors to reformulate a more diversified portfolio after the Covid-19 pandemic.
Keywords: Integration, Islamic Capital Market, ASEAN, Covid 19
ABSTRAK
Tujuan dari penelitian ini adalah untuk menganalisis hubungan jangka pendek dan jangka panjang antara pasar modal syariah 5 negara terpilih di era Covid-19. Penelitian ini menggunakan pendekatan kuantitatif dengan menggunakan data sekunder mingguan januari 2020 sampai dengan desember 2022. Model analisis data menggunakan analisis Vector Auto Regression (VAR). Hasil penelitian ini menunjukkan bahwa dalam jangka pendek, varian di pasar modal akan berubah karena guncangan di pasar modal syariah ASEAN lainnya, namun penyimpangan jangka pendek di pasar modal syariah akan menyesuaikan dalam jangka panjang. sementara dalam jangka panjang, pasar modal syariah di negara-negara ASEAN yang teruji, memiliki integrasi meskipun terjadi krisis kesehatan yang juga berdampak pada krisis keuangan. Hal ini memberikan suatu kesempatan bagi para investor untuk memitigasi risiko dan memperbesar margin keuntungan terutama di bursa saham syariah negara ASEAN. Disisi lain, dengan adanya penelitian ini memungkinkan membantu para investor untuk merumuskan kembali portofolio yang lebih terdiversifikasi setelah terjadinya pandemi covid-19.
Kata Kunci: Integrasi, Pasar Modal Syariah, ASEAN, Covid 19
REFERENCES
Abd. Majid, M. S. (2018). Who Co-Moves The Islamic Stock Market of Indonesia -The US, The UK, or Japan? Al-Iqtishad: Jurnal Ilmu Ekonomi Syariah, 10(2), 267–284. doi:10.15408/aiq.v10i2.7288
Abdul Karim, B., & Abdul-Rahman, A. (2020). Market integration in asean-5: Evidence of Islamic and conventional stock markets. Polish Journal of Management Studies, 21(1), 186–198. doi:10.17512/pjms.2020.21.1.14
Abdulkarim, F. M., Akinlaso, M. I., Hamid, B. A., & Ali, H. S. (2020). The nexus between oil price and Islamic stock markets in Africa: A wavelet and Multivariate-GARCH approach. Borsa Istanbul Review, 20(2), 108–120. doi:10.1016/j.bir.2019.11.001
Ahmed, F. (2021). Assessment of Capital Market Efficiency in COVID-19. European Journal of Business and Management Research, 6(3), 42–46. doi:10.24018/ejbmr.2021.6.3.839
Awwal, M. A. F. (2021). The corona pandemic on sharia capital market in Indonesia. Iqtishoduna, 10(2), 95–104. doi:10.36835/iqtishoduna.v10i2.864
Aziz, A., Rachmat, N., Abu, A., Adnan, Y., Islam, M. H., Islam, U., Hasan, Z., & Indonesia, G. (2020). Does integration superpower stock market for index of sharia stock in Indonesia. International Journal of Management Science and Business Research, 9(10), 170–177. doi:10.5281/zenodo.4990752
Bekaert, G., Harvey, C. R., & Ng, A. (2005). Market integtation and cintagration. The Journal of Business, 78(1), 39-70. doi:10.1086/426519
Cahyaningrum, A., & Robiyanto, R. (2021). Pengujian integrasi pasar modal di Kawasan Asia sebelum dan selama pandemi Covid-19. Jurnal Akuntansi Keuangan Dan Bisnis, 14(2), 211–220. doi:10.35143/jakb.v14i2.4673
Chen, M. P., Lee, C. C., Lin, Y. H., & Chen, W. Y. (2018). Did the S.A.R.S. epidemic weaken the integration of Asian stock markets? Evidence from smooth time-varying cointegration analysis. Economic Research, 31(1), 908–926. doi:10.1080/1331677X.2018.1456354
Chen, N. F., Roll, R., & Ross, S. A. (1986). Economic Forces and the Stock Market. Journal of Bussiness, 59(3), 383–403.
Climent, F., & Meneu, V. (2003). Has 1997 Asian crisis increased information flows between international markets. International Review of Economics & Finance, 12(1), 111–143. doi:10.1016/s1059-0560(02)00140-5
Dantes, R. (2019). Wawasan pasar modal syariah. Ponorogo: Wade Group.
Elmizan, G. H., Rahmawati, V., & Talim, A. (2022). Understanding and interest in sharia capital market investment of PTKIN and PTKIS Students. Indonesisan Interdisciplinary Journal of Sharia Economics, 5(2), 441–458. doi:10.31538/iijse.v5i2.2165
Erdo, S., Gedikli, A., & Ismail, E. (2020). Volatility spillover effects between Islamic stock markets and exchange rates : Evidence from three emerging countries. Borsa Istanbul Review, 20(4), 322-333. doi:10.1016/j.bir.2020.04.003
Fama, E. F. (1970). Efficient capital markets: A review of theory and empirical Work. The Journal of Finance, 25(2), 383–417. doi:10.2307/2325486
Fathoni, H., & Sakinah, G. (2021). Peran pasar modal syariah dalam laju pertumbuhan ekonomi di Indonesia. Khazanah Multidisiplin, 2(1), 33–44.
Gujarati, D. N., & Porter, D. C. (2009). Basic econometrics. New York: McGraw-Hill Companies,Inc.
Gunawan, D., & Cahyadi, W. (2019). Integrasi pasar saham Indonesia dengan Pasar Saham Asia. Jurnal PasarModal Dan Bisnis, 1(2), 145–154. doi:10.37194/jpmb.v1i2.27
Handini, S., & Astawinetu, E. D. (2020). Teori portofolio dan pasar modal Indonesia. Surabaya: Scopindo Media Pustaka.
Hartati, N. (2021). Investasi saham syariah di bursa efek Indonesia dalam perspektif hukum ekonomi syariah. J-HES (Jurnal Hukum Ekonomi Syariah), 5(1), 33–48. doi:10.26618/j-hes.v5i01.4819.
Karim, B. A., & Karim, Z. A. (2012). Integration of ASEAN-5 stock markets: A revisit. Asian Academy of Management Journal of Accounting and Finance, 8(2), 21–41.
Khan, K., Zhao, H., Zhang, H., Yang, H., Shah, M. H., & Jahanger, A. (2020). The impact of COVID-19 pandemic on stock markets: An empirical analysis of world major stock indices. Journal of Asian Finance Economics and Business, 7(7), 463–474. doi:10.13106/jafeb.2020.vol7.no7.463
Laopodis, N. T. (2020). Understanding investments (2nd Edition). London: Routledge.
Liu, H., Manzoor, A., Wang, C., Zhang, L., & Manzoor, Z. (2020). The COVID-19 outbreak and affected countries stock markets response. International Journal of Environmental Research and Public Health, 17(8), 1–19. doi:10.3390/ijerph17082800
Majid, M. S. A., Meera, A. K. M., & Omar, M. A. (2008). Interdependence of asean-5 stock markets from the US and Japan. Global Economic Review, 37(2), 201–225. doi:10.1080/12265080802021201
Malik, A. D. (2017). Analisa faktor – faktor yang mempengaruhi minat masyarakat berinvestasi di pasar modal syariah melalui Bursa Galeri Investasi Uisi. JEBIS: Jurnal Ekonomi Dan Bisnis Islam, 3(1), 61-84. doi:10.20473/jebis.v3i1.4693
Mustapha, M. I., Bacha, O. I., & Masih, M. (2017). Dynamics of islamic stock market returns and exchange rate movements in the ASEAN Countries in a regime-switching environment : Implications for the islamic investors and risk hedgers. Munich Personal RePEc Archive: University Library of Munich, 82218.
Noptriyani, I., Ahmadsyah, I., & Aufa, S. (2016). Faktor-Faktor yang menjadi penghambat bagi mahasiswa dalam memiliki investasi (Studi kasus pada mahasiswa Fakultas Ekonomi dan Bisnis Islam Universitas Islam Negeri Ar-Raniry). Global Journal of Islamic Banking and Finance, 2(1), 82–109. doi:10.22373/jihbiz.v2i1.8580
Nurlina., Abubakar, A., & Khalid, R. (2022). Investasi perspektif Al-Qur’an (Studi menggunakan metode Maudhu’i). E-QIEN: Jurnal Ekonomi dan Bisnis, 11(1), 997–1004. doi:10.34308/eqien.v11i1.832
Oceania, F. G., & Ardiansyah, M. (2023). Dampak shock pada indeks saham syariah global dan indeks saham syariah Regional Asean terhadap perubahan harga saham pada Jakarta Islamic Index Periode 2020-2022 2(03). (Thesis Magister, Universitas Islam Negeri Sunan Kali Jaga) https://digilib.uin-suka.ac.id/id/eprint/55880/
Pajar, R. C., & Pustikaningsih, A. (2017). Pengaruh Motivasi Investasi Dan Pengetahuan Investasi Terhadap Minat Investasi Di Pasar Modal Pada Mahasiswa Fe Uny. Profita: Kajian Ilmu Akuntansi, 5(1), 1–16.
Pardal, P., Dias, R., Suler, P., Teixeira, N., & Krulicky, T. (2020). Integration in Central European capital markets in the context of the global COVID-19 pandemic. Equlibrium: Quarterly Journal of Economics and Economic Policy, 15(4), 627-650. doi:10.24136/eq.2020.027
Peristiwo, H. (2016). Analisis minat investor di kota Serang terhadap investasi syariah pada pasar modal syariah. Jurnal Ekonomi Keuangan dan Bisnis Islam, 7(1), 37–52. doi:10.32678/ijei.v7i1.7
Prasetyo, T. A. (2022). Analisis indeks harga saham syariah internasional dan variabel makro ekonomi terhadap Jakarta Islamic Index. At Tawazun, 10(01), 41–53.
Qizam, I., Ardiansyah, M., & Qoyum, A. (2020). Integration of Islamic capital market in ASEAN-5 countries: Preliminary evidence for broader benefits from the post-global financial crisis. Journal of Islamic Accounting and Business Research, 11(4), 811–825. doi:10.1108/JIABR-08-2019-0149
Rabbani, I. A., & Saputra, I. (2022). Financial literacy dan overconfidence dalam keputusan investasi. Journal of International Management, 1(1),1–18.
Romadhon, M. R., & Ardiansyah, M. (2022). Analisis Pasar Modal Syariah 5 Negara ASEAN di Era Pandemi. E-Journal Ekonomi Bisnis dan Akuntansi Universitas Jember, 9(1), 36–41. doi:10.19184/ejeba.v9i1.30412
Saiti, B. (2015). Cointegration of Islamic stock indices: Evidence from five ASEAN countries. International Journal of Scientific & Engineering Research. 6(7), 1392–1405.
Sims, C. A. (1972). Money, income, causality. The American Economic Review, 62(4), 540–552.
Siregar, P.",2,Jurnal Ekonomi Syariah Teori dan Terapan,JournalArticle; Review,True,10.20473/vol10iss20233pp262-274
Financial contagion in financial markets: a systematic literature review and directions for future research,S. Al-Khazaleh; Nemer Badwan; Mohammad Almashaqbeh,2025,stock market covid GARCH,Yes,"Purpose
This paper aims to provide a comprehensive overview of the existing knowledge on financial contagion through a systematic literature review. Financial contagion, the phenomenon of events spreading and affecting financial markets, has gathered significant attention from scholars and practitioners. Numerous studies have been conducted on this topic, necessitating a thorough examination of the diverse approaches and findings related to financial contagion.

Design/methodology/approach
This study reviews financial contagion research in the Web of Science (WoS) and Scopus databases, analyzing 66 articles. This review, based on selected keywords and defined criteria, has a total of 1,470 citations referencing these articles as of April 2023. Notably, the GARCH model and the Copula model emerged as prominent methodologies for investigating the financial contagion effect.

Findings
The results reveal the interconnectedness of financial markets, where economic and financial instabilities in one country affect others. The insights obtained from articles retrieved from the WoS and Scopus databases are as follows: The analyzed studies span the time range of 1999–2023. The publication count was minimal in 1999–2000 (1 each) and peaked in 2021 (13 articles), indicating a rising trend in research on financial contagion in recent years, reflecting an increased focus on the topic. The majority of articles related to financial contagion and corruption have multiple authors.

Research limitations/implications
This study’s limitation is that network indicators are only used as explanatory variables. Future research could use these indicators to illustrate the topological configurations of financial structures, elucidating the dynamic evolution of financial networks and advancing a thorough understanding of contagion mechanisms from a network perspective.

Practical implications
Policymakers should consider the effects of financial contagion cross various financial markets, particularly in neighboring nations, when establishing policies address a financial crisis. Countries need to protect their economic frameworks, ensure the smooth operation of their economies and manage investment decisions within acceptable risks levels. Examining the impact of financial crises and pandemics on the financial system’s vulnerability to financial contagion is essential for policymakers and risk to develop effective strategies.

Originality/value
By synthesizing current research findings, this paper provides insights into potential avenues for future studies on this critical topic, thereby enhancing the understanding of financial contagion. This paper enriches the existing literature by presenting a systematic overview of financial contagion research, concentrating on financial contagion during periods of financial crises and pandemics and emphasizing the increasing interest in this field in recent years. Furthermore, this paper adds to the literature on the financial contagion effects of COVID-19, offering a clearer understanding of the nature of this crisis and its distinctive characteristics.
",2,Journal of Money Laundering Control,JournalArticle; Review,False,10.1108/jmlc-10-2024-0166
Combining deep learning with econometric models: volatility forecasting using the KAN-GARCH-MIDAS framework,Ting Liu; Weichong Choo; Xinping Han; Le Li,2025,volatility forecasting covid deep learning,Yes,"ABSTRACT Machine learning and deep learning are increasingly applied in finance, yet few studies explore how they can enhance traditional econometric models. This study proposes an innovative KAN-GM model, integrating the Kolmogorov–Arnold network (KAN) with the GARCH-MIDAS model to extract nonlinear macroeconomic features for volatility forecasting. Empirical results show that KAN-GM outperforms traditional GARCH in MAE and MedAE, consistently ranks in the optimal model set via MCS tests, and demonstrates strong cross-market adaptability (stocks and forex). It also maintains robustness pre- and post-COVID-19. The model effectively combines deep learning and econometrics, improving financial risk prediction.",2,Journal of Applied Economics,JournalArticle,False,10.1080/15140326.2025.2555479
Deep Learning Enhanced Realized GARCH,Chen Liu; Chao Wang; Minh-Ngoc Tran; R. Kohn,2023,volatility forecasting covid deep learning,Yes,"We propose a new approach to volatility modeling by combining deep learning (LSTM) and realized volatility measures. This LSTM-enhanced realized GARCH framework incorporates and distills modeling advances from financial econometrics, high frequency trading data and deep learning. Bayesian inference via the Sequential Monte Carlo method is employed for statistical inference and forecasting. The new framework can jointly model the returns and realized volatility measures, has an excellent in-sample fit and superior predictive performance compared to several benchmark models, while being able to adapt well to the stylized facts in volatility. The performance of the new framework is tested using a wide range of metrics, from marginal likelihood, volatility forecasting, to tail risk forecasting and option pricing. We report on a comprehensive empirical study using 31 widely traded stock indices over a time period that includes COVID-19 pandemic.",2,,,False,
Stock Volatility Prediction Using Machine Learning during Covid-19,Saba Zahid; Hassan Mujtaba; Nawaz Saleem; Ph.D. scholar,2023,stock market volatility covid machine learning,Yes,"Predicting the stock prices’ movement has been considered a tedious task due to the stock market's volatile behavior. This study is an attempt to predict stock prices based on 15 trading factors by applying deep learning algorithm support vector machine (SVM) on daily price data of three stocks of COVID-19, collected from secondary sources and processed through Python software. The finding of this study suggests that the linear kernel gives 53%, the polynomial kernel gives 46% and the radical basis function (RBF) kernel gives 62% validation accuracy, which shows the RBF kernel predictive ability is highest than others during high volatility. The current study contributes to the stock return literature-originated machine learning algorithms during the unprecedented market condition.  The finding of this study is helpful for investors and traders who calculate stock return in their portfolio diversified decisions, regulators, and policymakers in the formulation of their regulations & implementation decisions while the market condition is unprecedented. Thus, the support vector machine (SVM) algorithm offers an accurate prediction of stock return to investors who invest during high volatility.",2,"STATISTICS, COMPUTING AND INTERDISCIPLINARY RESEARCH",JournalArticle,True,10.52700/scir.v5i2.135
Impact of Healthcare on Stock Market Volatility and Its Predictive Solution Using Improved Neural Network,N. Rouf; Majid Bashir Malik; Sparsh Sharma; In-ho Ra; Saurabh Singh; Abhishek Meena,2022,stock market volatility covid machine learning,Yes,"The unprecedented Corona Virus Disease (COVID-19) pandemic has put the world in peril and shifted global landscape in unanticipated ways. The SARSCoV2 virus, which caused the COVID-19 outbreak, first appeared in Wuhan, Hubei Province, China, in December 2019 and quickly spread around the world. This pandemic is not only a global health crisis, but it has caused the major global economic depression. As soon as the virus spread, stock market prices plummeted and volatility increased. Predicting the market during this outbreak has been of substantial importance and is the primary motivation to carry out this work. Given the nonlinearity and dynamic nature of stock data, the prediction of stock market is a challenging task. The machine learning models have proven to be a good choice for the development of effective and efficient prediction systems. In recent years, the application of hyperparameter optimization techniques for the development of highly accurate models has increased significantly. In this study, a customized neural network model is proposed and the power of hyperparameter optimization in modelling stock index prices is explored. A novel dataset is generated using nine standard technical indicators and COVID-19 data. In addition, the primary focus is on the importance of selection of optimal features and their preprocessing. The utilization of multiple feature ranking techniques combined with extensive hyperparameter optimization procedures is comprehensive for the prediction of stock index prices. Moreover, the model is evaluated by comparing it with other models, and results indicate that the proposed model outperforms other models. Given the detailed design methodology, preprocessing, exploratory feature analysis, and hyperparameter optimization procedures, this work gives a significant contribution to stock analysis research community during this pandemic.",2,Computational Intelligence and Neuroscience,JournalArticle,True,10.1155/2022/7097044
Measuring the Efficiency of State-Owned Stocks Using Capital Asset Pricing Model (CAPM),I Kadek Bellyoni Dwijaya; Muhammad Yunus Kasim; Sri Dewi Fitrianingsih,2024,stock market covid GARCH,Yes,"Abstract 
Research aim : This study examines market efficiency using the Capital Asset Pricing Model (CAPM) method on BUMN stocks in Indonesia. 
Design/Methode/Approach : This model explains the relationship between risk and return in an efficient market. The analysis focuses on using stock beta calculations for 5 years. 
Research Finding : The research results are as follows: 1) the BUMN stock market in Indonesia is classified as efficient, namely 11 stocks where 5 companies have positive individual returns, namely ANTM, TINS, KRAS, BBNI, and PGAS. There are 6 companies that have negative returns, namely WSKT, ADHI, WIKA, PTPP, SMBR, and BBTN. 2) the analysis was carried out during the covid-19 pandemic period, the basic material sector is a collection of stocks that are classified as resilient during the pandemic showing positive and efficient returns. 3) overall, there is a high systematic risk of BUMN stocks in Indonesia, and actively responds to any changes that occur in market prices. 
Theoretical contribution/Originality : This contribution is expected to be a reference for investors and market participants. 
Practitionel/Policy implication : These results provide information for investors to choose efficient State-Owned Enterprises (BUMN) stocks in deciding to invest and still consider the nature and characteristics of each investor. 
Research limitation : Future research is expected to use other methods in analyzing the level of stock risk such as Arbitrage Pricing Theory (APT) or estimating future stock prices using the ARIMA / GarCH forecasting method and increasing the number of samples in the study or different market indices so that the expected results are more accurate in predicting future stock prices.",1,JURNAL NUSANTARA APLIKASI MANAJEMEN BISNIS,JournalArticle,True,10.29407/nusamba.v9i1.21162
"Volatility spillover effects of oil, gold and bulk shipping prices on financial markets",Georgiana Pleșa,2022,stock market covid GARCH,Yes,"Abstract The volatility spillover effect plays an increasingly important role in the transmission of shocks mainly in recent periods, with the further advance of globalization and the rapid development in international linkages. This analysis of the interconnections between economic and financial markets has particular importance for investors in risk hedging strategies and portfolio diversification. Moreover, current turbulent periods, characterized by a volatile oil price, instability of gold price and supply bottlenecks caused by the outbreak of the COVID-19 pandemic impose the necessity to study this effect. The novelty brought by this paper is related to the analysis of the spillover effect coming from oil, commodity and bulk shipping markets to financial markets of Eastern-Europe emerging markets, namely Czech Republic, Hungary, Poland and Romania. To assess this effect, in this study it was implemented a widely used model in research papers model, more exactly the bivariate GARCH-BEKK (1,1) from the period July 2012 – February 2022. The results suggest the long-term memory of volatility in these markets, while direct interconnection and unidirectional spillovers effects are expected to be underlined by the volatility of gold returns on the stock markets returns.",1,Proceedings of the International Conference on Business Excellence,Conference,True,10.2478/picbe-2022-0066
